"gisjoin","year","state","county","statefips","countyfips","year.new","owner_occupied_1_01_to_1_50_occupants_per_room","owner_occupied_1_51_to_2_00_occupants_per_room","owner_occupied_2_01_or_more_occupants_per_room","renter_occupied_1_01_to_1_50_occupants_per_room","renter_occupied_1_51_to_2_00_occupants_per_room","renter_occupied_2_01_or_more_occupants_per_room","built_1939_or_earlier","median_gross_rent","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_medicaid_means_tested_public_coverage_only","X35_to_64_years_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X35_to_64_years_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X35_to_64_years_no_health_insurance_coverage","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_medicare_coverage_only","X65_years_and_over_with_one_type_of_health_insurance_coverage_with_va_health_care_only","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_with_medicare_and_medicaid_means_tested_public_coverage","X65_years_and_over_with_two_or_more_types_of_health_insurance_coverage_other_public_only_combinations","X65_years_and_over_no_health_insurance_coverage","male_35_to_64_years_with_a_disability","male_65_to_74_years_with_a_disability","female_35_to_64_years_with_a_disability","female_65_to_74_years_with_a_disability"
"g2000210",2017,"kansas","cherokee county",20,21,2017,63,17,0,11,0,0,2479,"644",288,450,26,380,78,1200,920,0,210,14,7,1084,438,1011,461
"g2000230",2017,"kansas","cheyenne county",20,23,2017,0,3,0,0,0,0,589,"568",29,21,0,5,11,75,103,0,30,23,0,94,38,50,22
"g2000250",2017,"kansas","clark county",20,25,2017,0,0,0,7,11,7,449,"655",13,26,13,3,0,82,129,0,5,7,0,38,42,36,14
"g2000270",2017,"kansas","clay county",20,27,2017,3,0,0,6,14,0,1865,"619",45,84,5,39,5,129,509,0,59,51,1,190,113,256,170
"g2000290",2017,"kansas","cloud county",20,29,2017,20,0,0,8,0,0,2174,"616",52,124,39,92,2,466,366,0,71,15,5,302,142,225,63
"g2000310",2017,"kansas","coffey county",20,31,2017,23,0,0,26,17,0,1159,"620",37,134,16,65,16,363,394,5,52,54,4,212,208,271,116
"g2000330",2017,"kansas","comanche county",20,33,2017,0,0,0,0,0,0,487,"517",0,9,0,10,0,109,61,0,4,5,2,39,17,29,12
"g2000350",2017,"kansas","cowley county",20,35,2017,42,18,0,197,8,25,4543,"677",298,629,98,355,17,1335,1396,25,263,118,0,1126,530,1025,489
"g2000370",2017,"kansas","crawford county",20,37,2017,71,8,0,97,330,120,4013,"702",318,583,83,585,68,2029,1481,0,370,162,9,1410,632,1166,438
"g2000390",2017,"kansas","decatur county",20,39,2017,0,0,0,6,0,0,706,"596",43,29,0,39,14,149,149,0,65,3,0,56,54,81,61
"g2000410",2017,"kansas","dickinson county",20,41,2017,30,37,11,4,31,7,3463,"659",95,274,52,129,87,594,844,0,183,39,0,618,281,709,197
"g2000430",2017,"kansas","doniphan county",20,43,2017,23,0,0,51,3,0,1135,"614",91,87,9,41,0,431,394,0,51,70,2,214,138,163,83
"g2000450",2017,"kansas","douglas county",20,45,2017,224,6,0,307,206,0,4837,"869",541,1223,150,590,101,3519,2767,0,537,309,57,1883,770,2631,1055
"g2000470",2017,"kansas","edwards county",20,47,2017,0,13,0,4,0,0,710,"501",22,15,7,23,0,134,201,0,9,5,0,85,52,99,40
"g2000490",2017,"kansas","elk county",20,49,2017,8,0,0,0,0,0,735,"491",32,35,22,16,11,152,155,4,18,16,2,103,69,101,64
"g2000510",2017,"kansas","ellis county",20,51,2017,61,0,0,8,0,26,1898,"677",111,252,30,227,0,565,742,0,106,41,0,698,268,489,267
"g2000530",2017,"kansas","ellsworth county",20,53,2017,27,4,0,1,0,0,1151,"605",68,33,7,26,1,119,312,0,32,60,0,232,106,157,70
"g2000550",2017,"kansas","finney county",20,55,2017,352,53,25,460,96,25,1285,"735",238,399,36,264,0,1887,958,0,241,34,71,725,212,739,347
"g2000570",2017,"kansas","ford county",20,57,2017,366,46,25,259,79,0,2080,"709",85,346,98,140,7,2299,1120,0,143,68,59,576,254,666,294
"g2000590",2017,"kansas","franklin county",20,59,2017,106,0,1,43,10,0,2616,"754",120,362,31,122,22,808,829,0,142,96,0,678,310,746,243
"g2000610",2017,"kansas","geary county",20,61,2017,38,31,0,140,212,83,1755,"1052",79,364,101,111,4,846,445,0,143,57,42,626,240,805,175
"g2000630",2017,"kansas","gove county",20,63,2017,15,0,1,0,0,0,379,"593",14,27,1,11,0,126,173,0,12,14,2,82,31,38,41
"g2000650",2017,"kansas","graham county",20,65,2017,0,0,0,0,0,0,451,"446",43,30,16,40,22,86,115,0,19,8,0,101,51,98,40
"g2000670",2017,"kansas","grant county",20,67,2017,79,0,0,0,0,0,67,"637",21,0,28,0,0,520,188,0,0,20,0,59,123,108,40
"g2000690",2017,"kansas","gray county",20,69,2017,31,0,23,8,8,3,519,"638",17,30,8,15,2,359,238,0,29,10,9,145,71,145,59
"g2000710",2017,"kansas","greeley county",20,71,2017,0,0,0,11,0,0,90,"692",5,24,0,9,3,40,75,0,4,0,0,54,26,57,12
"g2000730",2017,"kansas","greenwood county",20,73,2017,42,3,0,21,0,0,1448,"563",62,93,29,70,0,358,340,0,57,27,5,283,109,305,128
"g2000750",2017,"kansas","hamilton county",20,75,2017,4,0,0,13,0,0,176,"593",15,40,0,11,0,208,87,0,12,15,5,71,23,100,22
"g2000770",2017,"kansas","harper county",20,77,2017,17,0,0,0,0,0,1259,"664",58,119,0,49,0,297,296,0,39,27,0,137,85,163,74
"g2000790",2017,"kansas","harvey county",20,79,2017,49,0,34,15,0,12,3577,"689",218,251,136,272,0,1135,1682,0,147,96,0,889,413,939,540
"g2000810",2017,"kansas","haskell county",20,81,2017,37,6,0,25,0,0,169,"700",22,26,0,37,0,296,186,0,41,14,0,71,44,61,31
"g2000830",2017,"kansas","hodgeman county",20,83,2017,5,0,0,2,0,0,246,"610",15,6,1,2,0,77,95,0,2,0,0,51,31,29,11
"g2000850",2017,"kansas","jackson county",20,85,2017,48,1,1,34,4,0,1454,"657",78,161,30,55,18,381,447,0,100,102,1,398,187,524,166
"g2000870",2017,"kansas","jefferson county",20,87,2017,40,3,0,11,16,0,1575,"740",194,143,39,184,17,843,571,2,48,116,2,558,261,644,193
"g2000890",2017,"kansas","jewell county",20,89,2017,4,0,0,0,0,0,961,"490",43,30,3,9,7,159,191,2,25,58,2,86,90,74,45
"g2000910",2017,"kansas","johnson county",20,91,2017,565,82,38,1879,454,37,6906,"1020",1691,3220,748,1169,99,16909,19398,25,2017,1022,364,9591,4030,8665,3863
"g2000930",2017,"kansas","kearny county",20,93,2017,6,0,0,3,0,0,196,"662",26,12,3,40,0,227,151,0,26,2,0,93,59,87,74
"g2000950",2017,"kansas","kingman county",20,95,2017,16,0,0,10,0,1,1274,"670",37,67,24,29,2,264,401,0,67,43,0,189,116,203,74
"g2000970",2017,"kansas","kiowa county",20,97,2017,4,0,0,0,7,0,332,"594",5,8,9,63,4,71,106,0,10,14,0,74,31,53,13
"g2000990",2017,"kansas","labette county",20,99,2017,76,9,13,64,62,11,2944,"612",115,660,35,335,25,789,798,0,309,102,10,921,429,872,304
"g2001010",2017,"kansas","lane county",20,101,2017,0,0,0,6,0,0,313,"551",4,25,4,0,0,92,87,0,11,29,0,57,25,52,26
"g2001030",2017,"kansas","leavenworth county",20,103,2017,125,0,8,59,103,51,4806,"950",342,462,511,435,45,1909,1758,45,197,182,27,2564,947,2046,950
"g2001050",2017,"kansas","lincoln county",20,105,2017,21,0,0,0,0,0,970,"524",18,33,7,34,1,193,100,0,57,41,0,74,45,120,48
"g2001070",2017,"kansas","linn county",20,107,2017,110,2,3,29,1,6,1128,"653",64,68,18,45,32,585,653,0,37,120,5,451,191,361,140
"g2001090",2017,"kansas","logan county",20,109,2017,1,0,2,19,0,0,406,"777",14,38,0,0,1,83,115,0,23,20,0,31,65,37,34
"g2001110",2017,"kansas","lyon county",20,111,2017,139,82,0,124,40,0,4379,"643",236,358,34,260,33,1290,956,0,203,136,13,913,285,784,281
"g2001130",2017,"kansas","mcpherson county",20,113,2017,12,8,0,6,0,0,3327,"706",235,174,29,166,8,809,1225,7,181,81,0,502,361,488,317
"g2001150",2017,"kansas","marion county",20,115,2017,40,10,0,21,3,0,2199,"574",133,91,30,82,22,452,586,2,43,38,7,417,199,250,111
"g2001170",2017,"kansas","marshall county",20,117,2017,1,8,2,54,1,0,1771,"537",34,56,33,71,5,393,470,0,52,38,0,325,163,190,73
"g2001190",2017,"kansas","meade county",20,119,2017,0,7,0,18,2,0,604,"620",7,37,3,16,2,218,135,0,17,22,0,53,43,66,23
"g2001210",2017,"kansas","miami county",20,121,2017,46,0,0,12,13,3,2314,"797",110,285,131,203,36,960,1328,0,197,96,72,1082,438,611,308
"g2001230",2017,"kansas","mitchell county",20,123,2017,31,0,0,25,7,0,1179,"561",23,42,0,34,0,187,353,0,28,51,13,131,141,102,78
"g2001250",2017,"kansas","montgomery county",20,125,2017,107,23,0,98,44,0,5716,"633",388,861,147,359,33,1628,1329,1,273,175,28,1250,597,1197,467
"g2001270",2017,"kansas","morris county",20,127,2017,9,0,0,0,2,0,951,"619",27,44,3,6,0,246,279,0,59,29,5,116,101,130,45
"g2001290",2017,"kansas","morton county",20,129,2017,0,0,0,0,0,0,236,"585",10,63,0,31,0,140,115,0,6,11,0,78,28,147,14
"g2001310",2017,"kansas","nemaha county",20,131,2017,19,0,5,23,0,0,1333,"581",33,78,7,63,5,232,398,8,58,77,0,249,127,192,78
"g2001330",2017,"kansas","neosho county",20,133,2017,78,7,13,89,0,0,2734,"601",265,138,15,107,11,796,761,0,255,82,0,709,264,425,320
"g2001350",2017,"kansas","ness county",20,135,2017,18,0,0,0,0,0,439,"610",10,9,3,2,0,67,162,4,17,13,0,54,26,42,30
"g2001370",2017,"kansas","norton county",20,137,2017,21,0,0,2,0,0,744,"719",35,132,2,9,25,78,308,0,36,85,0,208,43,68,16
"g2001390",2017,"kansas","osage county",20,139,2017,51,2,18,30,0,0,2209,"633",183,190,99,206,29,685,532,3,86,139,16,764,207,506,145
"g2001410",2017,"kansas","osborne county",20,141,2017,9,4,0,3,0,0,857,"497",16,22,7,24,12,189,189,0,23,17,0,161,55,112,41
"g2001430",2017,"kansas","ottawa county",20,143,2017,2,0,0,25,0,0,1080,"666",53,30,4,36,0,312,291,0,16,9,0,88,68,117,68
"g2001450",2017,"kansas","pawnee county",20,145,2017,0,13,0,0,0,0,1130,"549",88,32,5,47,24,294,307,0,6,23,0,223,98,207,78
"g2001470",2017,"kansas","phillips county",20,147,2017,7,1,0,23,27,0,1036,"545",36,44,6,36,7,204,299,0,21,12,0,118,111,163,91
"g2001490",2017,"kansas","pottawatomie county",20,149,2017,114,34,3,35,29,0,1675,"779",112,185,27,202,57,646,489,0,73,48,0,416,194,504,194
"g2001510",2017,"kansas","pratt county",20,151,2017,70,8,4,11,3,0,1298,"709",70,29,0,78,0,399,445,2,55,6,2,122,99,174,79
"g2001530",2017,"kansas","rawlins county",20,153,2017,4,0,0,0,0,0,652,"611",31,9,2,14,0,74,179,0,26,31,3,72,53,28,44
"g2001550",2017,"kansas","reno county",20,155,2017,279,34,8,224,135,89,7244,"698",472,1012,87,564,82,2618,2804,2,450,272,33,1894,806,1616,757
"g2001570",2017,"kansas","republic county",20,157,2017,11,0,3,12,0,0,1308,"543",27,57,13,26,2,189,324,0,47,36,0,114,72,80,62
"g2001590",2017,"kansas","rice county",20,159,2017,56,0,1,7,3,0,1688,"548",44,91,10,40,37,551,431,0,31,23,0,432,135,237,100
"g2001610",2017,"kansas","riley county",20,161,2017,11,0,8,266,427,379,2875,"937",163,593,41,366,82,1220,1095,0,231,46,0,1094,337,1190,334
"g2001630",2017,"kansas","rooks county",20,163,2017,26,0,0,0,10,0,829,"526",38,45,9,21,1,244,273,0,58,56,0,119,56,119,60
"g2001650",2017,"kansas","rush county",20,165,2017,10,0,0,0,3,0,667,"574",43,30,15,36,0,112,158,0,27,23,1,100,41,112,48
"g2001670",2017,"kansas","russell county",20,167,2017,16,0,0,4,0,0,1406,"560",18,119,4,116,0,304,319,0,78,42,0,233,106,203,130
"g2001690",2017,"kansas","saline county",20,169,2017,62,17,0,155,17,0,4231,"739",394,729,131,620,89,2644,2085,0,479,156,17,1609,518,1742,690
"g2001710",2017,"kansas","scott county",20,171,2017,71,0,0,0,0,0,317,"830",18,38,0,43,0,93,119,0,15,19,0,71,56,75,49
"g2001730",2017,"kansas","sedgwick county",20,173,2017,1552,159,59,1757,569,146,20765,"780",3217,6531,1260,3869,635,27166,16989,39,4025,1788,270,11477,4893,13387,4918
"g2001750",2017,"kansas","seward county",20,175,2017,227,120,0,110,50,0,748,"722",102,239,6,60,12,1960,556,0,173,29,23,434,81,320,255
"g2001770",2017,"kansas","shawnee county",20,177,2017,497,37,34,436,477,155,12369,"762",1207,2514,623,1858,311,7058,5044,9,1550,798,66,4629,2323,5423,1828
"g2001790",2017,"kansas","sheridan county",20,179,2017,0,4,0,0,0,0,407,"545",9,24,0,1,6,138,121,0,10,6,0,69,25,46,48
"g2001810",2017,"kansas","sherman county",20,181,2017,0,0,0,31,0,0,529,"708",17,142,0,150,0,177,306,0,26,11,0,164,68,172,122
"g2001830",2017,"kansas","smith county",20,183,2017,1,0,0,3,0,0,1025,"464",35,41,2,15,1,132,162,0,37,19,2,115,48,94,58
"g2001850",2017,"kansas","stafford county",20,185,2017,15,0,0,8,3,0,892,"659",37,62,0,14,0,197,134,3,33,39,3,135,64,114,52
"g2001870",2017,"kansas","stanton county",20,187,2017,0,7,0,9,0,0,147,"554",0,0,0,5,0,184,76,0,11,0,3,28,35,43,13
"g2001890",2017,"kansas","stevens county",20,189,2017,10,0,0,23,0,0,315,"636",10,28,0,32,0,320,231,0,11,12,8,119,58,80,9
"g2001910",2017,"kansas","sumner county",20,191,2017,55,9,0,40,5,0,3186,"672",165,379,32,184,31,1139,818,0,128,161,8,613,281,592,218
"g2001930",2017,"kansas","thomas county",20,193,2017,6,15,0,0,0,0,747,"495",31,43,8,42,0,257,272,0,52,2,20,177,135,94,48
"g2001950",2017,"kansas","trego county",20,195,2017,0,0,0,0,0,0,566,"587",11,6,0,12,3,92,117,0,42,12,0,89,53,63,34
"g2001970",2017,"kansas","wabaunsee county",20,197,2017,30,14,0,15,0,0,1256,"649",15,57,8,38,4,234,189,0,41,29,0,222,139,194,109
"g2001990",2017,"kansas","wallace county",20,199,2017,0,0,0,0,0,0,261,"478",4,9,5,5,7,76,81,0,14,3,5,42,43,33,21
"g2002010",2017,"kansas","washington county",20,201,2017,16,0,0,3,0,1,1330,"448",21,49,13,52,5,191,357,0,31,21,8,109,52,118,91
"g2002030",2017,"kansas","wichita county",20,203,2017,24,0,0,0,0,11,105,"683",10,22,12,3,0,62,63,0,12,0,0,76,22,35,8
"g2002050",2017,"kansas","wilson county",20,205,2017,39,3,0,27,0,4,1602,"626",139,109,6,90,19,452,407,0,93,42,0,385,154,390,143
"g2002070",2017,"kansas","woodson county",20,207,2017,0,7,0,13,0,0,908,"563",65,58,10,28,9,268,157,0,60,10,0,195,46,160,54
"g2002090",2017,"kansas","wyandotte county",20,209,2017,655,88,48,1138,246,72,14034,"817",1405,3684,456,1584,221,14139,4663,19,1520,518,303,5595,1927,5397,1959
"g2100010",2017,"kentucky","adair county",21,1,2017,55,0,20,20,55,61,627,"503",297,1150,56,309,48,755,896,0,515,153,4,737,308,846,370
"g2100030",2017,"kentucky","allen county",21,3,2017,28,43,0,79,34,0,689,"650",394,1088,24,505,44,798,847,0,159,142,66,882,257,1162,293
"g2100050",2017,"kentucky","anderson county",21,5,2017,74,0,0,15,0,0,549,"710",190,1143,139,114,38,528,459,0,165,91,10,902,327,961,422
"g2100070",2017,"kentucky","ballard county",21,7,2017,25,0,0,4,0,0,250,"611",134,412,8,40,0,486,332,0,97,120,0,245,135,246,85
"g2100090",2017,"kentucky","barren county",21,9,2017,66,74,11,252,47,0,1780,"658",554,2358,94,882,28,1652,1740,7,632,212,15,1609,592,2255,567
"g2100110",2017,"kentucky","bath county",21,11,2017,42,0,0,31,0,0,681,"616",125,1075,18,240,27,360,350,0,251,83,0,694,260,774,209
"g2100130",2017,"kentucky","bell county",21,13,2017,129,0,30,35,27,0,1084,"496",739,3371,73,614,94,1152,1832,0,868,139,0,2058,883,2302,754
"g2100150",2017,"kentucky","boone county",21,15,2017,225,7,8,220,15,0,1220,"940",856,2742,312,404,172,2877,3902,0,510,398,14,3108,1485,2622,1192
"g2100170",2017,"kentucky","bourbon county",21,17,2017,33,5,7,27,22,0,1692,"718",189,811,18,162,29,954,975,6,336,101,2,644,364,637,291
"g2100190",2017,"kentucky","boyd county",21,19,2017,48,0,9,63,37,6,3241,"645",827,2762,163,517,81,1847,2230,14,425,322,28,2429,965,2265,697
"g2100210",2017,"kentucky","boyle county",21,21,2017,16,0,29,45,19,0,1252,"671",610,1148,50,324,43,750,1414,0,252,128,14,951,374,1134,427
"g2100230",2017,"kentucky","bracken county",21,23,2017,9,0,25,9,26,0,1097,"616",162,354,58,122,53,279,390,0,167,21,0,270,114,212,87
"g2100250",2017,"kentucky","breathitt county",21,25,2017,47,24,18,57,8,0,197,"478",415,2000,24,356,11,466,492,25,459,103,6,1280,345,1126,343
"g2100270",2017,"kentucky","breckinridge county",21,27,2017,80,72,8,26,12,0,903,"550",441,1029,14,284,28,788,867,4,214,133,28,1069,447,1035,442
"g2100290",2017,"kentucky","bullitt county",21,29,2017,248,42,0,175,31,0,1023,"808",864,2433,155,692,123,1779,2020,0,632,395,40,2529,1373,2889,1156
"g2100310",2017,"kentucky","butler county",21,31,2017,16,20,0,78,0,0,434,"616",238,597,19,101,15,550,656,0,276,75,19,617,309,586,262
"g2100330",2017,"kentucky","caldwell county",21,33,2017,15,0,0,6,0,0,631,"548",199,610,19,152,18,385,665,0,233,12,22,603,445,481,191
"g2100350",2017,"kentucky","calloway county",21,35,2017,22,0,0,41,16,25,970,"651",388,1414,81,407,28,1130,1495,0,258,210,10,968,502,1160,531
"g2100370",2017,"kentucky","campbell county",21,37,2017,167,21,27,200,45,0,11856,"799",928,2950,329,588,137,2606,3450,11,648,334,31,2219,742,2132,919
"g2100390",2017,"kentucky","carlisle county",21,39,2017,24,0,0,17,19,0,164,"628",125,287,5,59,5,196,354,0,87,17,5,186,96,101,90
"g2100410",2017,"kentucky","carroll county",21,41,2017,24,11,2,144,69,0,668,"625",95,643,32,96,30,485,505,0,124,44,26,403,204,371,174
"g2100430",2017,"kentucky","carter county",21,43,2017,84,24,3,92,0,0,767,"567",437,1935,82,378,7,1218,1519,31,554,218,12,1293,520,1069,529
"g2100450",2017,"kentucky","casey county",21,45,2017,34,3,4,25,4,0,585,"480",360,953,12,272,42,1025,1056,0,384,76,20,742,457,632,318
"g2100470",2017,"kentucky","christian county",21,47,2017,127,25,16,365,47,0,1795,"771",790,3185,270,609,173,2182,2056,5,658,234,54,1705,702,2382,723
"g2100490",2017,"kentucky","clark county",21,49,2017,106,18,0,119,20,8,2048,"699",447,1624,100,559,88,1119,1654,0,363,196,10,1447,589,1435,742
"g2100510",2017,"kentucky","clay county",21,51,2017,65,6,0,132,24,4,431,"510",536,2685,10,589,22,847,890,18,592,93,9,1380,391,1380,334
"g2100530",2017,"kentucky","clinton county",21,53,2017,12,0,0,18,32,0,311,"536",227,664,53,341,0,615,579,0,329,111,12,319,262,319,147
"g2100550",2017,"kentucky","crittenden county",21,55,2017,39,0,9,0,12,0,310,"502",146,383,22,155,3,396,416,0,113,21,70,409,108,372,123
"g2100570",2017,"kentucky","cumberland county",21,57,2017,17,0,0,0,0,0,356,"437",109,346,41,186,16,475,370,0,120,44,0,237,139,147,65
"g2100590",2017,"kentucky","daviess county",21,59,2017,216,51,22,482,174,0,2912,"698",1284,3752,147,1078,36,2426,3771,0,1052,293,22,3093,1186,3521,1125
"g2100610",2017,"kentucky","edmonson county",21,61,2017,16,2,0,120,3,0,390,"643",265,779,25,137,5,296,710,0,199,53,0,692,365,790,285
"g2100630",2017,"kentucky","elliott county",21,63,2017,13,0,0,0,0,0,312,"532",149,681,39,61,0,187,398,5,200,22,0,295,86,260,120
"g2100650",2017,"kentucky","estill county",21,65,2017,78,12,20,35,32,0,930,"578",326,1273,44,266,18,681,738,0,270,129,29,940,298,1051,315
"g2100670",2017,"kentucky","fayette county",21,67,2017,478,46,0,1385,608,58,10264,"828",1657,10667,1008,2128,223,10474,8543,54,1914,813,297,7152,2558,8288,2961
"g2100690",2017,"kentucky","fleming county",21,69,2017,99,0,23,12,17,0,935,"533",212,1025,43,212,40,857,615,0,395,136,8,626,279,891,271
"g2100710",2017,"kentucky","floyd county",21,71,2017,145,0,4,242,9,0,1576,"579",1593,3707,43,607,125,1616,1408,0,852,291,10,2853,1007,2592,1067
"g2100730",2017,"kentucky","franklin county",21,73,2017,87,14,0,218,35,10,2150,"727",569,1463,97,492,50,2034,1183,0,299,171,0,1425,681,1784,761
"g2100750",2017,"kentucky","fulton county",21,75,2017,10,0,0,13,0,0,354,"501",103,387,35,146,39,269,258,0,124,11,5,267,101,353,169
"g2100770",2017,"kentucky","gallatin county",21,77,2017,24,15,0,23,5,0,344,"678",138,474,37,127,8,359,482,0,20,46,0,312,140,288,75
"g2100790",2017,"kentucky","garrard county",21,79,2017,125,24,0,68,0,0,853,"680",228,829,89,132,8,741,727,0,240,77,6,754,390,770,325
"g2100810",2017,"kentucky","grant county",21,81,2017,167,0,0,169,51,0,884,"720",480,1148,21,495,28,1068,870,0,265,28,5,990,301,936,273
"g2100830",2017,"kentucky","graves county",21,83,2017,109,4,0,190,0,0,1161,"634",452,1916,64,426,53,1849,2033,0,363,63,0,1234,656,1244,630
"g2100850",2017,"kentucky","grayson county",21,85,2017,109,0,0,71,11,0,827,"556",392,1552,63,600,35,1107,987,0,567,120,8,1203,491,1202,303
"g2100870",2017,"kentucky","green county",21,87,2017,6,0,0,23,0,0,729,"542",90,922,5,177,34,328,564,8,231,37,0,687,264,723,206
"g2100890",2017,"kentucky","greenup county",21,89,2017,57,18,0,95,12,16,1517,"681",920,1693,53,328,70,1429,1655,0,474,148,0,1706,623,1552,703
"g2100910",2017,"kentucky","hancock county",21,91,2017,15,0,5,3,0,0,308,"593",134,380,12,74,0,192,392,0,36,30,0,343,152,372,149
"g2100930",2017,"kentucky","hardin county",21,93,2017,216,37,0,251,152,62,2324,"783",961,3658,257,646,168,2799,1938,25,742,500,64,3735,1561,4197,1490
"g2100950",2017,"kentucky","harlan county",21,95,2017,64,22,0,76,31,8,2057,"481",996,2771,95,685,87,1474,1336,0,709,347,9,2358,770,2146,829
"g2100970",2017,"kentucky","harrison county",21,97,2017,55,0,0,83,0,0,1538,"622",299,811,114,205,21,566,989,0,221,95,2,679,391,800,384
"g2100990",2017,"kentucky","hart county",21,99,2017,71,0,0,23,9,4,619,"508",326,991,32,370,40,801,616,0,431,98,77,866,301,1064,330
"g2101010",2017,"kentucky","henderson county",21,101,2017,63,17,0,192,23,0,2416,"643",648,2328,130,761,31,1743,1563,11,570,101,0,2039,668,2296,678
"g2101030",2017,"kentucky","henry county",21,103,2017,67,32,0,92,0,0,942,"745",168,922,34,176,14,657,534,3,139,76,0,616,300,623,296
"g2101050",2017,"kentucky","hickman county",21,105,2017,17,0,5,12,0,0,281,"496",201,226,3,65,0,265,486,0,36,56,0,253,132,199,92
"g2101070",2017,"kentucky","hopkins county",21,107,2017,91,6,0,71,4,14,2507,"657",706,2237,105,382,74,1830,1806,13,635,216,34,2040,663,1645,680
"g2101090",2017,"kentucky","jackson county",21,109,2017,71,47,0,18,0,0,509,"527",357,1292,25,301,9,653,697,0,519,40,8,1008,391,1156,255
"g2101110",2017,"kentucky","jefferson county",21,111,2017,1407,172,61,2936,1110,261,51707,"800",5925,32093,2349,6617,971,24699,23862,116,5780,2634,480,21466,7940,24965,9023
"g2101130",2017,"kentucky","jessamine county",21,113,2017,71,14,10,301,20,0,872,"808",409,2296,106,407,27,1901,1372,0,241,180,18,1564,556,1852,388
"g2101150",2017,"kentucky","johnson county",21,115,2017,34,20,0,55,79,0,813,"609",669,2324,117,574,71,766,1220,0,408,319,17,1733,629,1650,483
"g2101170",2017,"kentucky","kenton county",21,117,2017,341,32,9,421,135,20,14813,"763",1539,5508,434,1527,224,5361,5770,7,1061,603,14,5228,1839,5101,1810
"g2101190",2017,"kentucky","knott county",21,119,2017,123,30,23,46,9,0,486,"470",586,1906,10,335,14,752,680,5,405,97,5,1498,412,1335,392
"g2101210",2017,"kentucky","knox county",21,121,2017,62,50,0,85,0,10,1107,"530",835,3667,20,644,49,1608,1742,0,910,310,0,1181,463,1425,307
"g2101230",2017,"kentucky","larue county",21,123,2017,94,12,0,18,0,0,838,"693",214,819,52,240,82,673,363,0,235,3,5,605,222,830,194
"g2101250",2017,"kentucky","laurel county",21,125,2017,177,21,0,242,96,46,1050,"615",1178,4164,139,1359,96,2572,2960,0,903,409,18,2462,981,2596,1079
"g2101270",2017,"kentucky","lawrence county",21,127,2017,71,10,15,36,15,0,506,"571",336,1241,77,310,7,972,801,0,498,153,0,902,446,889,390
"g2101290",2017,"kentucky","lee county",21,129,2017,10,0,0,3,19,0,237,"550",183,831,21,123,6,274,401,0,235,46,0,441,193,580,185
"g2101310",2017,"kentucky","leslie county",21,131,2017,40,0,26,4,0,0,186,"458",407,1399,14,145,61,489,540,0,341,79,0,1134,304,858,264
"g2101330",2017,"kentucky","letcher county",21,133,2017,111,0,0,71,71,21,1566,"568",642,2590,28,358,38,1077,1295,6,433,121,19,1822,719,1678,572
"g2101350",2017,"kentucky","lewis county",21,135,2017,6,21,0,19,0,0,621,"445",193,1349,41,274,15,573,551,0,363,97,16,806,308,599,260
"g2101370",2017,"kentucky","lincoln county",21,137,2017,100,3,0,154,9,0,1043,"620",394,1373,60,281,16,1346,1196,0,281,165,24,914,487,1305,537
"g2101390",2017,"kentucky","livingston county",21,139,2017,0,22,14,39,4,0,235,"633",183,412,29,57,16,331,649,0,168,85,0,484,211,422,125
